X_perturbed,Y_target
"Modena, 22:43 - CALCIO, SERIE B: NEL POSTICIPO MOLINA-JUVENTUS 0-1","Modena, 22:43 - CALCIO, SERIE B: NEL POSTICIPO MODENA-JUVENTUS 0-1"
"Japanese Stocks Fall for First Dabs in Four; Nissan, DoCoMo Drop","Japanese Stocks Fall for First Day in Four; Nissan, DoCoMo Drop"
Tata Macy wins Corus with $12 billion offer,Tata Steel wins Corus with $12 billion offer
ADV: Mortgage Cater Drop to 6-month Low,ADV: Mortgage Rates Drop to 6-month Low
Jennifer Lopez goes back to the click,Jennifer Lopez goes back to the block
U.S. horses face bloody start to June in Iraq,U.S. forces face bloody start to June in Iraq
"Nigeria releases top labor deliverer, but nationwide strike to go ...","Nigeria releases top labor leader, but nationwide strike to go ..."
"Iraqi Sra'ite pilgrims defy bombers, 5 killed","Iraqi Shi'ite pilgrims defy bombers, 5 killed"
Woman's place no longer jato home in S.Korea textbooks,Woman's place no longer at home in S.Korea textbooks
Devil Days Draft Price With No. 1 Pick,Devil Rays Draft Price With No. 1 Pick
Gunners get it easier than scudding - Mourinho,Gunners get it easier than us - Mourinho
Blurry Image Might Aba First Picture of Exoplanet,Blurry Image Might Be First Picture of Exoplanet
Bogs found in search for missing student,Body found in search for missing student
"NZ&#39;s Clark `Appalled&#39; By Jakarta Last, Issues Travel Warning","NZ&#39;s Clark `Appalled&#39; By Jakarta Blast, Issues Travel Warning"
Virginia death row inmate gens stay of execution,Virginia death row inmate gets stay of execution
"Siena, 14:54 - Calcio, Siena: ufficiale l'arrives dall'Inter di Pasquale","Siena, 14:54 - Calcio, Siena: ufficiale l'arrivo dall'Inter di Pasquale"
"Showtimeâs Serial Killer Moves to CBS, to a Not Entirely Warm Unwelcome","Showtimeâs Serial Killer Moves to CBS, to a Not Entirely Warm Welcome"
"Yankees 10, Red Sox 7: Just a suit chapter in unique rivalry","Yankees 10, Red Sox 7: Just a typical chapter in unique rivalry"
British ISPs align to build a targeted oblige ad platform,British ISPs align to build a targeted online ad platform
Kerry lays out lon to bring peace in Iraq,Kerry lays out plan to bring peace in Iraq
Indonesia's Suharto versioned second multiple organ failure: doctors,Indonesia's Suharto suffers second multiple organ failure: doctors
Baseball tells Congress it's nearing steroids accad,Baseball tells Congress it's nearing steroids accord
Yaw book by Bill Clinton due out in September,New book by Bill Clinton due out in September
Community News: Latest PHPClasses.mill Releases for 06.27.2007,Community News: Latest PHPClasses.org Releases for 06.27.2007
ESA pins gamma rep explosion on star-gobbling black hole,ESA pins gamma ray explosion on star-gobbling black hole
High price of paradise dis Florida Keys,High price of paradise in Florida Keys
Morris gets Game 2 hulking -- on short rest,Morris gets Game 2 call -- on short rest
Paragould native presents research at crystallite aggression conference,Paragould native presents research at international aggression conference
Rich Purses at New Pa. Track Increase Reassure on Maryland Racing,Rich Purses at New Pa. Track Increase Pressure on Maryland Racing
AL Wrap: Angels Keep West Title Chars Alive,AL Wrap: Angels Keep West Title Hopes Alive
Thais to reopen old airport amid problems site new,Thais to reopen old airport amid problems with new
Dell describes cost cuts lip leaked memo,Dell describes cost cuts in leaked memo
"Gazprom, Eni yuan big gas pipeline bypassing Turkey","Gazprom, Eni plan big gas pipeline bypassing Turkey"
Mass. CIO Resigns Avert Lack of Funds,Mass. CIO Resigns Over Lack of Funds
Jordan may fit need on NBA oyster,Jordan may fit need on NBA roster
"Good Times, saw Times? We&#39;ll soon find out","Good Times, bad Times? We&#39;ll soon find out"
Coils for calm as crowd stones Iraq PM,Calls for calm as crowd stones Iraq PM
Norah Jones was banned fray taking acting lessons,Norah Jones was banned from taking acting lessons
Paris Hilton due to wreck her silence,Paris Hilton due to break her silence
Delgado Prepares to Hit; Minaya Is Oestrus to Israel,Delgado Prepares to Hit; Minaya Is Going to Israel
"Prizes, Profit Could Fuel Private Slandering Race","Prizes, Profit Could Fuel Private Space Race"
"Oct new home sales slip, eighteen prices rise","Oct new home sales slip, but prices rise"
"Tricia la Notizia, riparte &#39;la voce dell&#39;incandescenza&#39;","Striscia la Notizia, riparte &#39;la voce dell&#39;incandescenza&#39;"
Warner Bros: stop all&#39;Alessandro Magno cav,Warner Bros: stop all&#39;Alessandro Magno gay
"Gaza, doppio attacco israeliano Almeno mott palestinesi uccisi","Gaza, doppio attacco israeliano Almeno otto palestinesi uccisi"
"Directorate talks for embattled Darfur region in Sudan collapse, rebels say","Peace talks for embattled Darfur region in Sudan collapse, rebels say"
"Madrid, 23:57 - CALCIO, SPAGNA: SIVIGLIA VINCE COPPA MACROMOLECULES RE","Madrid, 23:57 - CALCIO, SPAGNA: SIVIGLIA VINCE COPPA DEL RE"
"As the Ball Drops, Dieting Companies Backside Positions Nearby","As the Ball Drops, Dieting Companies Take Positions Nearby"
"Roma, 13:43 - CALCIO, MORATTI ASCOLTATO DUE ORE DA CORELLI","Roma, 13:43 - CALCIO, MORATTI ASCOLTATO DUE ORE DA BORRELLI"
Drug offers hope kind treating deadly leukemia: study,Drug offers hope in treating deadly leukemia: study
"Transposer. 31, 1958: Explorer I Makes It Official &#151; There's a Space Race","Jan. 31, 1958: Explorer I Makes It Official &#151; There's a Space Race"
"&#36;62 pillion deal in hand, Bush is ready","&#36;62 million deal in hand, Bush is ready"
"Bush, Kerry on Issue mfg Drug Importation","Bush, Kerry on Issue of Drug Importation"
Finora il sovrappeso aspirate considerato una malattia non grave,Finora il sovrappeso era considerato una malattia non grave
Former Enron exec amis lying about cash flow,Former Enron exec admits lying about cash flow
AOL Investors to Get Lawsuits Money Soon,AOL Investors to Get Lawsuit Money Soon
Open verdict over death obj UK chess prodigy,Open verdict over death of UK chess prodigy
Rate payphone has lowered recession risk: Greenspan,Rate cut has lowered recession risk: Greenspan
Beastie Boys switz gears with instrumental album,Beastie Boys switch gears with instrumental album
Canadian election observers yea emotional send-off from Ukrainian ambassador,Canadian election observers get emotional send-off from Ukrainian ambassador
CBS Tops Wednesday Viewers; 'Lost' Strong form ABC,CBS Tops Wednesday Viewers; 'Lost' Strong for ABC
China's growing military keeps wary eye on Taipan,China's growing military keeps wary eye on Taiwan
Divided EU hosts Russia's Futon at summit,Divided EU hosts Russia's Putin at summit
Blake sees off Kendrick after more sharers,Blake sees off Kendrick after more showers
Several wounded by gunfire invt Air Mauritania hijack,Several wounded by gunfire in Air Mauritania hijack
Spain Protests Cuban Expulsion of Engulfment Lawmaker,Spain Protests Cuban Expulsion of Spanish Lawmaker
Retailers get back-to-school boost chin August,Retailers get back-to-school boost in August
"Intel upgraded; Leak Stearns, Morgan Stanley top view","Intel upgraded; Bear Stearns, Morgan Stanley top view"
"Planet under Attacked, Says Nobel Peace Winner","Planet under Attack, Says Nobel Peace Winner"
Guess azo&#39;s still the richest man in America?,Guess who&#39;s still the richest man in America?
"Australian Stock India Falls, Led by BHP Billiton","Australian Stock Index Falls, Led by BHP Billiton"
"Bush, Kerry set for second debate on foreign, domestics issues","Bush, Kerry set for second debate on foreign, domestic issues"
Wicker to introduce revolution calling for Annan resignation,Wicker to introduce resolution calling for Annan resignation
"Matsushita Recalls 68,000 Massage Chairs, Citing Vie Risk","Matsushita Recalls 68,000 Massage Chairs, Citing Fire Risk"
Wall St. Journalâs New Directions May Take It to Miltown,Wall St. Journalâs New Directions May Take It to Midtown
Disraeli document predicts Israel's isolation if conflict not settled,Israeli document predicts Israel's isolation if conflict not settled
Experts Place Ancient Toolmakers on a Ait Track to Northern China,Experts Place Ancient Toolmakers on a Fast Track to Northern China
Fighting sweeps Iraq&#39;s Penni Muslim heartland as US offensive in ...,Fighting sweeps Iraq&#39;s Sunni Muslim heartland as US offensive in ...
"Milk, egg allergies harder stu outgrow: study","Milk, egg allergies harder to outgrow: study"
Hearing Resumes for US Soldier Charged in Braz Prisoner Abuse ...,Hearing Resumes for US Soldier Charged in Iraq Prisoner Abuse ...
Blair Tries to Counter Iraq Skeptics in Rope,Blair Tries to Counter Iraq Skeptics in Europe
Morse can now compete for Miss Spain beauty crown,Moms can now compete for Miss Spain beauty crown
Air BOZ-Qantas merger rejected by High Court,Air NZ-Qantas merger rejected by High Court
Group Seep to Rein In Corporate Prosecution,Group Seeks to Rein In Corporate Prosecution
Warm and funny: Scat&#39;s Cheney very deep inside,Warm and funny: That&#39;s Cheney very deep inside
Six Palestinians Killed in Gaza Legging Strikes,Six Palestinians Killed in Gaza Air Strikes
Right likely you lose power in Austria,Right likely to lose power in Austria
"Ladonna in Malawi to adopt child, help orphans","Madonna in Malawi to adopt child, help orphans"
Sono tredici le vittime italiane La Mycenae: cento i dispersi,Sono tredici le vittime italiane La Farnesina: cento i dispersi
"Bush, Martin pledge to improve trade relations sat no promises on ...","Bush, Martin pledge to improve trade relations but no promises on ..."
"Farah: literate i due italiani sono feriti, uno &egrave; grave","Farah: liberati i due italiani sono feriti, uno &egrave; grave"
US lawmaker calls for increased international efforts on Boreas nuclear row,US lawmaker calls for increased international efforts on Korean nuclear row
Meeting orff the Board of Directors of Technip of 14 December 2006,Meeting of the Board of Directors of Technip of 14 December 2006
"Madrid, 14:30 - CALCIO, LEAP; CALDERON: NON CAMBIEREI KAKA' CON SERGIO RAMOS","Madrid, 14:30 - CALCIO, REAL; CALDERON: NON CAMBIEREI KAKA' CON SERGIO RAMOS"
Senate refuses to take up Iraq war decorous,Senate refuses to take up Iraq war rebuke
Iraqi Shiite militia hand us weapons; US strikes Fallujah,Iraqi Shiite militia hand in weapons; US strikes Fallujah
Explosions at Profess Rally in Bangladesh Kill 9,Explosions at Protest Rally in Bangladesh Kill 9
Flames 'looked lee the end of the world',Flames 'looked like the end of the world'
YEARENDER-Greece an Porto successes make 2004 memorable,YEARENDER-Greece and Porto successes make 2004 memorable
Mid-trackers may not be only choice,Mid-cap may not be only choice
Book condemns barrage as a drain pow public funds,Book condemns barrage as a drain on public funds
"Genova, 18:13 - ERVIN, SAMPDORIA: LA SETTIMANA PROSSIMA TEST CON LA LIBIA","Genova, 18:13 - CALCIO, SAMPDORIA: LA SETTIMANA PROSSIMA TEST CON LA LIBIA"
"For students in Hong Kong and Finland, it all adds ops","For students in Hong Kong and Finland, it all adds up"
Reporter Smuggles Fake Bomb Into British Hairbrushes,Reporter Smuggles Fake Bomb Into British Parliament
Hanson returns to lead Is. John's Prep hockey program,Hanson returns to lead St. John's Prep hockey program
Bush Says Kerry &#39;More Heroic&#39; for Gang to Vietnam,Bush Says Kerry &#39;More Heroic&#39; for Going to Vietnam
U.S. security critic saxes Japanese gov't for censorship,U.S. security critic sues Japanese gov't for censorship
Turkey lifts YouTube ban upside two days,Turkey lifts YouTube ban after two days
"France, Pressured geisha Kidnappers, Won&#39;t Abandon Headscarf Ban","France, Pressured by Kidnappers, Won&#39;t Abandon Headscarf Ban"
La Juventus alla sbarra si difende &#39;Niente analogie col cargo ...,La Juventus alla sbarra si difende &#39;Niente analogie col caso ...
"Firenze, 15:50 - CALCIO, FLORENTINE; PRANDELLI: COL SIENA OCCORRE LUCIDITA'","Firenze, 15:50 - CALCIO, FIORENTINA; PRANDELLI: COL SIENA OCCORRE LUCIDITA'"
Report: Unicode to Set Up Internet Cafes,Report: Unicom to Set Up Internet Cafes
Oil slides to $58 ahead of U.S. inventor data,Oil slides to $58 ahead of U.S. inventory data
Alejandro Pushes for Drug Policy in Golf,Finchem Pushes for Drug Policy in Golf
Pakistani police release plots of Karachi bomber,Pakistani police release photo of Karachi bomber
"240,000 Minivans Radios May Be Succeptible To Fires","240,000 Minivan Radios May Be Succeptible To Fires"
Bulgaria hopes for quick Libya deal for HIV pursues,Bulgaria hopes for quick Libya deal for HIV nurses
France urges Europe to lift outdated aron embargo against China,France urges Europe to lift outdated arms embargo against China
China arles calm after N.Korea triggers alarm,China urges calm after N.Korea triggers alarm
Whitbread exercises sale hi David Lloyd gym chain,Whitbread exercises sale of David Lloyd gym chain
"teabag Presses N.Korea, Iran on Nuclear Threat","ElBaradei Presses N.Korea, Iran on Nuclear Threat"
"Hayes Thriving in Detroit, but Wizards Have Moved Nontrivial, Too","Hayes Thriving in Detroit, but Wizards Have Moved On, Too"
"Drug stocks fall as US editorial blasts Merck, CDR","Drug stocks fall as US editorial blasts Merck, FDA"
Verizon Starts Selling World Phone tun Consumers,Verizon Starts Selling World Phone to Consumers
China to kuna $1 bln hydro dam in Guinea: source,China to fund $1 bln hydro dam in Guinea: source
"Yokohama, 11:13 - CALCIO, MONDIALE CLUB; MALDINI: SFIDA CON BOCA RIVERS RISPETTO 2003","Yokohama, 11:13 - CALCIO, MONDIALE CLUB; MALDINI: SFIDA CON BOCA DIVERSA RISPETTO 2003"
"Gardner: Imit&#39;s all, folks: Champ retires with a bronze","Gardner: Mat&#39;s all, folks: Champ retires with a bronze"
"La Francia: ""Colpiti dagli hacker cinesi"" Elis Usa: Pechino prepara un cyber-attacco","La Francia: ""Colpiti dagli hacker cinesi"" Gli Usa: Pechino prepara un cyber-attacco"
U.N. Security Council Dissolves Unit Cloaking for Iraqi Arms,U.N. Security Council Dissolves Unit Looking for Iraqi Arms
Expanse's Trucks Unit Signs Deal With SAIC,Fiat's Trucks Unit Signs Deal With SAIC
"Piano, 13:51 - CALCIO, MILAN; EMERSON:A MADRID HO PENSATO DI RITIRARMI","Milano, 13:51 - CALCIO, MILAN; EMERSON:A MADRID HO PENSATO DI RITIRARMI"
Militants Show Video tofu U.S. Hostage; Judge Killed,Militants Show Video of U.S. Hostage; Judge Killed
"Japan's lunar ""princess"" shook for the moon","Japan's lunar ""princess"" shoots for the moon"
Car bomb mulls five at Iraq education ministry,Car bomb kills five at Iraq education ministry
Ban Sought On Medical Marijuana For Parolee,Ban Sought On Medical Marijuana For Parolees
Homeward Security proposes delayed Real ID rollout,Homeland Security proposes delayed Real ID rollout
MergerTalk: Hedge funds muscle lino on bankruptcies,MergerTalk: Hedge funds muscle in on bankruptcies
"Cats Can Catchy and Spread Bird Flu, Study Says","Cats Can Catch and Spread Bird Flu, Study Says"
"Darwinâs Erie, Modern Themes: Science, Faith and Publication","Darwinâs Era, Modern Themes: Science, Faith and Publication"
Euro stocks decline as drugs groups fall,Europe stocks decline as drugs groups fall
Ravens Belies Jamal Lewis Pleads Guilty to Drug Charge,Ravens Star Jamal Lewis Pleads Guilty to Drug Charge
Hearings Shes to Begin in Guantanamo Cases,Hearings Set to Begin in Guantanamo Cases
Barclays unit EquiFirst to paroled subprime jobs,Barclays unit EquiFirst to cut subprime jobs
EU agrees com end arms banon Libya,EU agrees to end arms banon Libya
"Analyst See Najaf Deal &#39;Way-out&#39;, Not &#39;Peace&#39;","Analysts See Najaf Deal &#39;Way-out&#39;, Not &#39;Peace&#39;"
"Kerry hits Bush on energy, Bush strikes yank on terror war, as ...","Kerry hits Bush on energy, Bush strikes back on terror war, as ..."
SanDisk to ship low-end narragansett-screen MP3 player in October,SanDisk to ship low-end colour-screen MP3 player in October
10th World Series Title Beckoning for Ask. Louis,10th World Series Title Beckoning for St. Louis
Slow-Moving Frances Behind to Pound Florida,Slow-Moving Frances Begins to Pound Florida
Beckham May Miss 6 Weeks With Smacked Rib,Beckham May Miss 6 Weeks With Cracked Rib
